"rgn_id","habitat","extent_rank"
4,"coral",1044.408
3,"coral",1044.408
2,"coral",1044.408
1,"coral",1044.408
10,"coral",1044.408
7,"coral",1044.408
11,"coral",1044.408
8,"coral",1044.408
6,"coral",1044.408
9,"coral",1044.408
5,"coral",1044.408
4,"seagrass",7311.73
3,"seagrass",7311.73
2,"seagrass",7311.73
1,"seagrass",7311.73
10,"seagrass",7311.73
7,"seagrass",7311.73
11,"seagrass",7311.73
8,"seagrass",7311.73
6,"seagrass",7311.73
9,"seagrass",7311.73
5,"seagrass",7311.73
4,"saltmarsh",17203.2
3,"saltmarsh",17203.2
2,"saltmarsh",17203.2
1,"saltmarsh",17203.2
10,"saltmarsh",17203.2
7,"saltmarsh",17203.2
11,"saltmarsh",17203.2
8,"saltmarsh",17203.2
6,"saltmarsh",17203.2
9,"saltmarsh",17203.2
5,"saltmarsh",17203.2
4,"seaice_shoreline",16378.6764705882
3,"seaice_shoreline",16378.6764705882
2,"seaice_shoreline",16378.6764705882
1,"seaice_shoreline",16378.6764705882
10,"seaice_shoreline",16378.6764705882
7,"seaice_shoreline",16378.6764705882
11,"seaice_shoreline",16378.6764705882
8,"seaice_shoreline",16378.6764705882
6,"seaice_shoreline",16378.6764705882
9,"seaice_shoreline",16378.6764705882
5,"seaice_shoreline",16378.6764705882
