"rgn_id","level","label"
4,"r2","Eastern Asia"
3,"r2","Eastern Asia"
2,"r2","Eastern Asia"
1,"r2","Eastern Asia"
10,"r2","Eastern Asia"
7,"r2","Eastern Asia"
11,"r2","Eastern Asia"
8,"r2","Eastern Asia"
6,"r2","Eastern Asia"
9,"r2","Eastern Asia"
5,"r2","Eastern Asia"
4,"r1","Asia"
3,"r1","Asia"
2,"r1","Asia"
1,"r1","Asia"
10,"r1","Asia"
7,"r1","Asia"
11,"r1","Asia"
8,"r1","Asia"
6,"r1","Asia"
9,"r1","Asia"
5,"r1","Asia"
4,"r0","World"
3,"r0","World"
2,"r0","World"
1,"r0","World"
10,"r0","World"
7,"r0","World"
11,"r0","World"
8,"r0","World"
6,"r0","World"
9,"r0","World"
5,"r0","World"
